O.S.;Data;Tipo;Máquina;Nome Máquina;Modelo;Fabricante;Ano de Fabricação;Descrição;Origem
3282;16/09/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR LEONARDO LUIZ RAMOS ROQUE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3284;16/09/2024;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3285;16/09/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR CLAUDINEI AZEVEDO JUNIOR OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3290;16/09/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR MURILO FLORENCIO DE SANTANA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3291;16/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3294;17/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3300;17/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3301;17/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3302;17/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3303;18/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3314;18/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3318;19/09/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3322;19/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3323;19/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3342;20/09/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR ERONILDO JOSE LINS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3343;20/09/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR ERONILDO JOSE LINS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3344;20/09/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR DANILO RODRIGO SANTOS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3397;21/09/2024;CORRETIVA;406;406 - Hece1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3398;21/09/2024;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3399;21/09/2024;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR VANIA CLAUDINA PEREIRA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3400;21/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3401;21/09/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3402;22/09/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR LUCAS MOREIRA DE SANTANA DE JESUS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3403;23/09/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3416;23/09/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3426;25/09/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3427;25/09/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3428;25/09/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3434;26/09/2024;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3435;26/09/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3439;27/09/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3440;27/09/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3442;28/09/2024;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR EDILAINE PEREIRA DE JESUS MARQUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3451;30/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3452;30/09/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3453;30/09/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3462;01/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3466;02/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3467;02/10/2024;CORRETIVA;302;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3469;02/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3472;02/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3473;02/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3474;02/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR DANILO RODRIGO SANTOS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3475;03/10/2024;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR KLEYTON DOUGLAS SANTOS FRAGOSO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3481;03/10/2024;CORRETIVA;302;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3484;03/10/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3490;03/10/2024;CORRETIVA;406;406 - Hece1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3491;04/10/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3501;07/10/2024;CORRETIVA;301;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3508;07/10/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR JHONATAN MARQUES DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3513;07/10/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3514;07/10/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3515;07/10/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3520;08/10/2024;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3527;08/10/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3528;09/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3533;09/10/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3553;10/10/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3557;11/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3568;11/10/2024;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3569;11/10/2024;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3571;11/10/2024;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR GABRIEL LUIZ FERREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3572;11/10/2024;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3573;11/10/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3589;14/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3608;14/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3609;14/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3612;15/10/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR SERGIO PIRES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3615;15/10/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3623;15/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3624;15/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3630;16/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3631;16/10/2024;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR DAVID DA CRUZ MALHEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3645;16/10/2024;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3647;16/10/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3648;16/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3656;17/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3660;17/10/2024;CORRETIVA;507;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3661;17/10/2024;CORRETIVA;507;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3662;17/10/2024;CORRETIVA;507;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3672;17/10/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3673;17/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3674;18/10/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3688;18/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3713;18/10/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3716;19/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3717;19/10/2024;CORRETIVA;207;207 - Comexi 8 cores;Comexi-F2MB-F21020;Comexi;2003;OS GERADA AUTOMATICAMENTE POR YURI FIRMANI NAPOLE?O OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3719;21/10/2024;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR ELIEL ODACI DE MELO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3739;21/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3740;21/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3741;21/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3742;21/10/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
3743;21/10/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
