O.S.;Data;Tipo;Máquina;Nome Máquina;Modelo;Fabricante;Ano de Fabricação;Descrição;Origem
4736;28/12/2024;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR GABRIEL LUIZ FERREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4737;29/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR ERICK GABRIEL MORAIS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4738;29/12/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR LEONARDO LUIZ RAMOS ROQUE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4739;29/12/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4741;02/01/2025;CORRETIVA;301;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4742;02/01/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR EDIVAN LIMA DE AZEVEDO  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4743;03/01/2025;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR VANIA CLAUDINA PEREIRA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4746;03/01/2025;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR VANIA CLAUDINA PEREIRA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4752;03/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4754;03/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4756;04/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR GABRIEL CORREIA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4760;06/01/2025;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4762;07/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JAIRO DOURADO NASCIMENTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4770;07/01/2025;CORRETIVA;418;418 - Hece 850;HECE-850;HECE;2012;OS GERADA AUTOMATICAMENTE POR NILTON CESAR DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4771;07/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR RAFAEL FERNANDO PINHEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4772;08/01/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR KLEYTON DOUGLAS SANTOS FRAGOSO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4778;08/01/2025;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4784;09/01/2025;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR KAIO HENRIQUE DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4785;10/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4791;11/01/2025;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4797;13/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4817;15/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4818;15/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4823;15/01/2025;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4824;15/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4835;17/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JAIRO DOURADO NASCIMENTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4836;17/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JAIRO DOURADO NASCIMENTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4837;17/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JAIRO DOURADO NASCIMENTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4840;17/01/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4846;20/01/2025;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4847;20/01/2025;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR JOSE ROBERTO ALBINO MARQUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4851;20/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4852;20/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4857;22/01/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR THIAGO DOS SANTOS LIMA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4860;22/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4866;23/01/2025;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4867;23/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4870;24/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4871;24/01/2025;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4872;24/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4873;25/01/2025;CORRETIVA;;;;;;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4874;25/01/2025;CORRETIVA;;;;;;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4875;27/01/2025;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4876;27/01/2025;CORRETIVA;207;207 - Comexi 8 cores;Comexi-F2MB-F21020;Comexi;2003;OS GERADA AUTOMATICAMENTE POR DANIEL OLIVEIRA DO NASCIMENTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4877;27/01/2025;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR LUCAS MOREIRA DE SANTANA DE JESUS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4879;27/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR MARIA SUZANILDA DOS SANTOS SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4880;27/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR MARIA SUZANILDA DOS SANTOS SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4881;27/01/2025;CORRETIVA;;;;;;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4882;27/01/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4883;27/01/2025;CORRETIVA;;;;;;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4884;28/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR KLEYTON DOUGLAS SANTOS FRAGOSO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4885;28/01/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4899;28/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4900;28/01/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR THIAGO DOS SANTOS LIMA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4902;28/01/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR GUSTAVO JOSE BETTI DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4904;29/01/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR RIXARDI DONATO DE ANDRADE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4906;30/01/2025;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4908;30/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR MARIA SUZANILDA DOS SANTOS SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4911;30/01/2025;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR ANTONIO MARCOS VIRGINIO ISHIZAKI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4921;31/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4923;01/02/2025;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4924;03/02/2025;Corretiva;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4933;04/02/2025;Corretiva;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR DAVID DA CRUZ MALHEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4935;05/02/2025;CORRETIVA;301;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR SANDRO GASPARI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4936;05/02/2025;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4941;05/02/2025;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR LUCAS MOREIRA DE SANTANA DE JESUS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4942;05/02/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR EDIVAN LIMA DE AZEVEDO  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4945;06/02/2025;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR DAVID DA CRUZ MALHEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4952;06/02/2025;CORRETIVA;302;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR EUGENIO MOREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4960;10/02/2025;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR GABRIEL LUIZ FERREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4964;10/02/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4965;10/02/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4966;11/02/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR CARLOS EDUARDO FREITAS DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4976;11/02/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4978;11/02/2025;CORRETIVA;;;;;;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5014;13/02/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR EDIVAN LIMA DE AZEVEDO  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5015;13/02/2025;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR JOAO PEDRO CORASSARI VELLOSA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5016;13/02/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5017;13/02/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5018;13/02/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5019;14/02/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR ANDRE SOUZA DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5024;16/02/2025;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR JHONATAN MARQUES DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5025;17/02/2025;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR ERICK GABRIEL MORAIS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5034;17/02/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5035;17/02/2025;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5036;17/02/2025;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR ERICK GABRIEL MORAIS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5040;17/02/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5041;18/02/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR ELIEL ODACI DE MELO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5042;18/02/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR GUSTAVO JOSE BETTI DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5045;18/02/2025;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR DAVID DA CRUZ MALHEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5058;18/02/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5062;19/02/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
5063;19/02/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
